Timestamp,Price,Volume,MarketCap
2023-07-18 16:00:46.244,0.30629056882101807,277283949.3312136,10734083176.886986
2023-07-18 17:00:09.815,0.3038596105317616,273043739.97094804,10681742707.219501
2023-07-18 18:00:29.256,0.3026489315345995,271755341.551322,10618818253.716776
2023-07-18 19:00:39.746,0.3042223243436927,267811530.1183533,10672587889.551792
2023-07-18 20:01:11.267,0.30568362680169553,268019293.22098404,10696809369.937294
2023-07-18 21:00:39.699,0.30693267761837023,267786761.26667345,10734285206.644485
2023-07-18 22:01:31.873,0.31308526469738435,281241493.27255344,10944495014.493164
2023-07-18 23:01:37.669,0.31687265101585527,295478011.77679724,11081643432.550667
2023-07-19 00:00:52.311,0.3182813389103186,320163906.59693044,11103653018.328962
2023-07-19 01:00:41.429,0.32161364112484164,314321562.6729652,11293659493.338026
2023-07-19 02:00:29.369,0.31963949074914594,317096975.6412957,11184294384.463345
2023-07-19 03:00:15.618,0.3199042182358029,317027501.01223576,11199076737.27541
2023-07-19 04:00:41.921,0.31657413692901515,304431291.9610855,11071145514.320467
2023-07-19 05:00:29.988,0.3158817327026276,312506994.89112854,11067379771.681892
2023-07-19 06:00:11.808,0.31453159875989944,347544363.58934593,11049225000.14805
2023-07-19 07:00:26.701,0.3165211102112439,310760719.52505183,11092971113.473087
2023-07-19 08:00:30.365,0.31628777967397703,308925598.7776144,11088984449.711554
2023-07-19 09:00:51.782,0.3165504307936675,309505424.7893863,11081039235.911688
2023-07-19 10:00:56.347,0.31591875006647724,290421920.88849914,11053088866.159891
2023-07-19 11:00:36.887,0.3166860885101021,303233507.0170876,11131022989.020544
2023-07-19 12:01:21.424,0.3121289760594051,308292198.62408376,10919107824.188187
2023-07-19 13:00:38.357,0.31288801826564777,311537347.0842132,10937894701.636763
2023-07-19 14:00:51.396,0.31108505355439364,302033697.3967459,10895328676.304777
2023-07-19 15:00:48.566,0.316336726546116,365781041.4985819,11008597860.98613
2023-07-19 16:00:10.826,0.32424044135846736,401045055.8847506,11277745877.322927
2023-07-19 17:00:21.802,0.32450274630398274,362524132.25955856,11396703528.371874
2023-07-19 18:01:10.771,0.3221678171011008,338001181.6674669,11328942967.278303
2023-07-19 19:00:54.211,0.3252794372331067,377187354.88465786,11365290569.153803
2023-07-19 20:00:26.636,0.3217960687198546,379002437.6606785,11274907284.619558
2023-07-19 21:00:29.560,0.32408227975043347,383394441.46357274,11355846356.487427
2023-07-19 22:00:42.721,0.32496121605667055,420920723.92791545,11392169988.651287
2023-07-19 23:01:26.571,0.32904596093087274,529401470.3151377,11508115556.63489
2023-07-20 00:00:45.124,0.33090549924003554,439096949.0011353,11561880578.871008
2023-07-20 01:00:43.170,0.3273374987183531,410694376.6822164,11500979894.649176
2023-07-20 02:00:42.961,0.32669723023790564,403591286.2084546,11462660479.195337
2023-07-20 03:00:04.649,0.32990597732746973,408554433.86593723,11570938041.559717
2023-07-20 04:01:11.452,0.3252455039506864,392889125.94077295,11396130477.206923
2023-07-20 05:00:42.119,0.32541400455936076,395265962.15186214,11391781498.780048
2023-07-20 06:00:04.048,0.3257508819274079,385522309.532453,11436430857.01897
2023-07-20 07:00:50.413,0.3243497370724404,392049864.3345639,11345580886.788303
2023-07-20 08:00:51.401,0.32627163778381235,492872139.4086061,11460367803.143753
2023-07-20 09:00:37.832,0.3256413751518265,395103975.45753676,11402191371.83379
2023-07-20 10:00:49.853,0.3253439070297106,387762168.80471855,11409463296.696424
2023-07-20 11:00:02.497,0.32620484704364183,395687596.49922776,11415395751.442476
2023-07-20 12:01:22.178,0.3202730257807173,498763992.61375684,11209130540.9059
2023-07-20 13:00:02.001,0.3187447776646028,494797687.68870866,11173456284.458183
2023-07-20 14:00:17.634,0.31615379483082434,396889771.06147546,11073808546.370642
2023-07-20 15:00:41.962,0.3160004993528755,392532710.1147645,11079800394.084963
2023-07-20 16:00:33.646,0.3156386563099665,376136689.58663845,11050595558.042225
2023-07-20 17:00:55.880,0.31703038728691574,430624235.0313347,11099652977.729496
2023-07-20 18:00:47.751,0.3150317225801516,350725004.7970467,11025078580.16443
2023-07-20 19:01:11.348,0.31800187325367374,359809491.0606856,11143386287.846977
2023-07-20 20:00:23.151,0.3163875999558432,343569580.34106445,11090947004.716372
2023-07-20 21:00:54.092,0.31576493307864373,336406743.8692537,11077210855.919123
2023-07-20 22:00:01.519,0.3143517274737428,292806348.9102854,11048449829.882517
2023-07-20 23:00:41.433,0.31534599963325244,281126455.3830185,11051039339.334679
2023-07-21 00:00:45.671,0.31753943472344937,272697188.81303895,11126042916.465786
2023-07-21 01:01:34.424,0.31688494555957075,264454571.20036447,11105968127.28849
2023-07-21 02:00:44.374,0.3159365361676671,263736162.55344537,11081289421.237225
2023-07-21 03:00:40.858,0.31390782225602504,261414334.24709004,11014820717.16331
2023-07-21 04:00:18.894,0.31448414375702965,259168521.73653725,11020673124.794737
2023-07-21 05:00:55.200,0.31242899358516496,253281871.72158578,10950819528.966234
2023-07-21 06:00:39.984,0.31211725475350033,252323211.8099412,10946051808.28995
2023-07-21 07:00:44.070,0.31196131632562407,269754953.256488,10932054061.139402
2023-07-21 08:00:09.570,0.31198628769011083,245963751.57571298,10951490746.26562
2023-07-21 09:00:17.952,0.31291355678487764,242374502.84527388,10970185132.83692
2023-07-21 10:00:01.779,0.31473563280409955,243830257.69813606,11027831550.601828
2023-07-21 11:00:37.008,0.31475267966331216,266460396.4977193,11043526756.295626
2023-07-21 12:00:20.607,0.3143405332286509,247867476.25585106,11020538391.828827
